"","id","zona","piso","estrato","preciom","areaconst","parqueaderos","banios","habitaciones","tipo","barrio","longitud","latitud"
"678",7400,"Zona Sur","03",3,125,65,NA,1,3,"Apartamento","buenos aires",-76.54929,3.39291
"679",7398,"Zona Sur","05",3,115,58,1,2,2,"Apartamento","buenos aires",-76.54929,3.39291
"680",7399,"Zona Sur","05",3,125,60,1,2,3,"Apartamento","buenos aires",-76.54929,3.39291
"681",4537,"Zona Sur",NA,3,135,68,1,2,3,"Apartamento","buenos aires",-76.53198,3.45165
"682",3824,"Zona Sur","01",6,852,244,2,3,3,"Apartamento","cañasgordas",-76.52883,3.34879
"683",4154,"Zona Sur","02",6,1850,600,6,7,6,"Casa","cañasgordas",-76.53,3.358
"684",4459,"Zona Sur","02",6,1300,380,1,6,5,"Casa","cañasgordas",-76.53179,3.36614
"685",4648,"Zona Sur","02",5,580,165,2,5,4,"Apartamento","cañasgordas",-76.532,3.335
"686",4301,"Zona Sur","03",6,461,118,2,3,3,"Apartamento","cañasgordas",-76.53076,3.34464
"687",4374,"Zona Sur","03",5,600,200,2,5,3,"Apartamento","cañasgordas",-76.531,3.338
"688",4824,"Zona Sur","05",6,680,167,1,5,4,"Apartamento","cañasgordas",-76.533,3.336
"689",753,"Zona Sur","01",4,210,65,1,2,3,"Apartamento","cañaveralejo",-76.50252,3.4713
"690",6580,"Zona Sur","01",4,210,68,1,2,3,"Apartamento","cañaveralejo",-76.54345,3.40323
"691",6581,"Zona Sur","02",5,400,296.37,4,4,7,"Casa","cañaveralejo",-76.54346,3.40324
"692",7120,"Zona Sur","04",3,140,73,1,2,3,"Apartamento","cañaveralejo",-76.54758,3.4053
"693",7413,"Zona Sur","04",5,160,82,1,3,4,"Apartamento","cañaveralejo",-76.54945,3.40848
"694",6651,"Zona Sur","05",4,190,70,1,2,3,"Apartamento","cañaveralejo",-76.54389,3.4041
"695",6862,"Zona Sur","05",4,150,71,1,2,3,"Apartamento","cañaveralejo",-76.54536,3.40396
"696",6126,"Zona Sur","06",5,140,68.79,1,2,3,"Apartamento","cañaveralejo",-76.54087,3.40502
"697",8000,"Zona Sur","07",5,205,65,1,2,3,"Apartamento","cañaveralejo",-76.55396,3.41466
"698",2510,"Zona Sur",NA,3,525,200,NA,3,5,"Casa","cañaveralejo",-76.52073,3.43105
"699",6375,"Zona Sur",NA,5,537,418,NA,2,3,"Casa","cañaveralejo",-76.54211,3.40161
"700",6909,"Zona Sur",NA,4,150,71,1,2,3,"Apartamento","cañaveralejo",-76.54595,3.40643
"701",651,"Zona Sur","01",3,135,65,NA,1,3,"Apartamento","cañaverales",-76.5004,3.44302
"702",3403,"Zona Sur","01",4,130,58,1,1,3,"Apartamento","cañaverales",-76.526,3.401
"703",652,"Zona Sur","03",4,125,63,1,1,3,"Apartamento","cañaverales",-76.5004,3.44302
"704",3201,"Zona Sur","03",3,135,58,NA,1,3,"Apartamento","cañaverales",-76.52456,3.40262
"705",3402,"Zona Sur","03",3,125,60,1,1,3,"Apartamento","cañaverales",-76.526,3.385
"706",3170,"Zona Sur","04",3,130,58,NA,1,3,"Apartamento","cañaverales",-76.524,3.402
"707",3205,"Zona Sur","04",3,130,61,1,1,3,"Apartamento","cañaverales",-76.52458,3.40197
"708",3257,"Zona Sur","04",3,129,60,1,1,3,"Apartamento","cañaverales",-76.525,3.402
"709",3264,"Zona Sur","04",3,137,65,NA,1,3,"Apartamento","cañaverales",-76.52514,3.40085
"710",3204,"Zona Sur","05",3,118,52,1,1,3,"Apartamento","cañaverales",-76.52458,3.40197
"711",3254,"Zona Sur","05",3,115,53,NA,1,3,"Apartamento","cañaverales",-76.525,3.402
"712",3255,"Zona Sur","05",3,97,58,NA,1,3,"Apartamento","cañaverales",-76.525,3.399
"713",3256,"Zona Sur","05",3,115,58,NA,1,3,"Apartamento","cañaverales",-76.525,3.399
"714",3274,"Zona Sur","05",3,120,61,1,1,3,"Apartamento","cañaverales",-76.52549,3.39983
"715",3275,"Zona Sur","05",3,118,58,1,1,3,"Apartamento","cañaverales",-76.52549,3.39983
"716",3322,"Zona Sur","05",3,125,60,1,1,3,"Apartamento","cañaverales",-76.52599,3.39979
"717",3404,"Zona Sur","05",3,115,57,1,1,3,"Apartamento","cañaverales",-76.526,3.39932
"718",8302,"Zona Sur","05",3,112,62,NA,1,3,"Apartamento","cañaverales",-76.56525,3.40981
"719",3221,"Zona Sur",NA,3,125,60,1,1,3,"Apartamento","cañaverales",-76.52483,3.4007
"720",3465,"Zona Sur",NA,3,350,110,3,3,4,"Casa","cañaverales",-76.52648,3.40202
"721",8133,"Zona Sur",NA,5,420,178,3,4,5,"Casa","cañaverales",-76.55574,3.40949
"722",3171,"Zona Sur","05",4,140,60,1,2,3,"Apartamento","cañaverales los samanes",-76.524,3.405
"723",7942,"Zona Sur","01",4,175,75,1,2,3,"Apartamento","caldas",-76.553,3.393
"724",1523,"Zona Norte","02",5,195,35,NA,1,0,"Apartamento","Cali",-76.5165,3.45154
"725",3175,"Zona Sur","03",5,290,96,2,3,3,"Apartamento","Cali",-76.52406,3.37954
"726",3062,"Zona Norte","06",4,285,90,NA,4,0,"Apartamento","Cali",-76.52353,3.3792
"727",1524,"Zona Norte","10",5,330,91,NA,3,0,"Apartamento","Cali",-76.5165,3.45154
"728",5392,"Zona Norte","12",4,650,270,NA,4,0,"Apartamento","Cali",-76.53618,3.38564
"729",1668,"Zona Norte",NA,4,310,102,NA,2,3,"Apartamento","Cali",-76.517,3.36971
"730",1732,"Zona Norte",NA,4,155,51,NA,2,2,"Apartamento","Cali",-76.51704,3.36624
"731",1898,"Zona Norte",NA,4,220,68,NA,0,3,"Apartamento","Cali",-76.5181,3.36936
"732",1942,"Zona Norte",NA,4,395,106,NA,4,0,"Casa","Cali",-76.51847,3.38324
"733",2256,"Zona Norte",NA,4,270,85,NA,2,3,"Apartamento","Cali",-76.5194,3.37251
"734",2712,"Zona Norte",NA,4,250,73,NA,2,3,"Apartamento","Cali",-76.52169,3.36602
"735",2898,"Zona Norte",NA,4,270,86,NA,2,2,"Apartamento","Cali",-76.52274,3.364
"736",3091,"Zona Norte",NA,4,272,90,NA,2,3,"Apartamento","Cali",-76.52361,3.37643
"737",3439,"Zona Norte",NA,5,260,138,NA,4,3,"Apartamento","Cali",-76.52628,3.38525
"738",3463,"Zona Norte",NA,5,190,68,NA,2,2,"Apartamento","Cali",-76.52647,3.37135
"739",3776,"Zona Norte",NA,6,1000,270,NA,4,3,"Casa","Cali",-76.52835,3.35453
"740",4540,"Zona Norte",NA,6,1200,333,NA,4,3,"Casa","Cali",-76.53199,3.35133
"741",4842,"Zona Norte",NA,5,320,90,NA,2,1,"Apartamento","Cali",-76.53329,3.38464
"742",5023,"Zona Sur",NA,6,990,1000,NA,5,5,"Casa","Cali",-76.53464,3.44987
"743",5058,"Zona Sur",NA,6,315,83,NA,2,3,"Apartamento","Cali",-76.53464,3.44987
"744",5125,"Zona Norte",NA,6,900,200,NA,3,4,"Casa","Cali",-76.53489,3.38104
"745",5323,"Zona Norte",NA,5,600,300,NA,2,5,"Casa","Cali",-76.53586,3.41989
"746",5371,"Zona Norte",NA,5,440,92,NA,3,3,"Apartamento","Cali",-76.53601,3.38853
"747",5376,"Zona Norte",NA,6,670,133,NA,3,3,"Apartamento","Cali",-76.53605,3.3341
"748",5572,"Zona Norte",NA,6,800,300,NA,4,0,"Casa","Cali",-76.53729,3.36487
"749",5628,"Zona Norte",NA,6,480,240,NA,2,3,"Casa","Cali",-76.53782,3.36716
"750",5647,"Zona Norte",NA,6,800,247,NA,5,4,"Casa","Cali",-76.53793,3.36379
"751",6068,"Zona Norte",NA,6,1600,730,NA,7,5,"Casa","Cali",-76.54036,3.36983
"752",6372,"Zona Norte",NA,4,580,411,NA,5,6,"Casa","Cali",-76.54205,3.43523
"753",6386,"Zona Norte",NA,5,650,241,NA,3,3,"Apartamento","Cali",-76.54219,3.38345
"754",6575,"Zona Norte",NA,4,500,160,NA,3,4,"Casa","Cali",-76.5434,3.41064
"755",6955,"Zona Sur",NA,3,150,80,1,2,3,"Apartamento","Cali",-76.54612,3.38073
"756",7228,"Zona Norte",NA,6,1000,400,NA,4,4,"Casa","Cali",-76.54823,3.33656
"757",7542,"Zona Norte",NA,6,1200,374,NA,4,4,"Casa","Cali",-76.55008,3.34102
"758",7831,"Zona Norte",NA,4,340,200,NA,3,3,"Apartamento","Cali",-76.55226,3.39607
"759",7954,"Zona Norte",NA,6,300,67,NA,3,2,"Apartamento","Cali",-76.5531,3.42729
"760",8289,"Zona Norte",NA,5,170,62,NA,2,2,"Apartamento","Cali",-76.56409,3.41032
"761",1362,"Zona Norte",NA,3,93,120,1,2,3,"Apartamento","cali bella",-76.51553,3.39316
"762",2265,"Zona Sur",NA,4,250,120,2,3,3,"Casa","cali canto",-76.51945,3.37405
"763",166,"Zona Norte",NA,3,160,100,1,2,3,"Casa","calibella",-76.48724,3.4624
"764",2170,"Zona Sur","02",5,275,74,1,3,2,"Casa","calicanto",-76.519,3.374
"765",2978,"Zona Sur","03",3,130,55,NA,1,2,"Apartamento","calicanto",-76.523,3.374
"766",5745,"Zona Sur","03",4,240,54,1,2,3,"Casa","calicanto",-76.538,3.413
"767",2404,"Zona Sur","05",4,106,50,1,1,2,"Apartamento","calicanto",-76.52,3.373
"768",1662,"Zona Sur",NA,4,195,90,2,3,3,"Casa","calicanto",-76.517,3.372
"769",2371,"Zona Sur",NA,4,225,130,1,3,3,"Casa","calicanto",-76.52,3.373
"770",2372,"Zona Sur",NA,4,220,120,1,2,2,"Casa","calicanto",-76.52,3.373
"771",2373,"Zona Sur",NA,4,310,267,NA,4,5,"Casa","calicanto",-76.52,3.374
"772",1663,"Zona Sur",NA,4,375,74,1,5,5,"Casa","calicanto viii",-76.517,3.373
"773",612,"Zona Norte","01",3,270,196,1,2,4,"Casa","calima",-76.49994,3.48465
"774",721,"Zona Norte","02",3,210,135,2,3,6,"Casa","calima",-76.50192,3.48404
"775",750,"Zona Norte","02",3,305,268,NA,4,8,"Casa","calima",-76.50237,3.48621
"776",406,"Zona Norte","03",4,170,120,NA,2,3,"Casa","calima",-76.49519,3.48211
"777",524,"Zona Norte",NA,3,420,467,NA,4,8,"Casa","calima",-76.498,3.429
"778",650,"Zona Norte",NA,3,560,182,NA,4,7,"Casa","calima",-76.50038,3.48549
"779",104,"Zona Norte","01",3,135,103,1,3,4,"Apartamento","calimio norte",-76.48347,3.48626
"780",108,"Zona Norte","01",3,75,54,1,2,3,"Apartamento","calimio norte",-76.48381,3.48605
"781",118,"Zona Norte","02",3,140,130,1,2,3,"Casa","calimio norte",-76.48452,3.4863
"782",5056,"Zona Norte","02",3,89,130,1,1,1,"Casa","calimio norte",-76.53464,3.44987
"783",110,"Zona Norte","03",3,125,140,1,2,4,"Casa","calimio norte",-76.48386,3.48502
"784",554,"Zona Oriente","02",3,150,95,NA,3,4,"Casa","calipso",-76.49883,3.42518
"785",546,"Zona Oriente","03",3,150,150,NA,3,5,"Casa","calipso",-76.49865,3.42517
"786",555,"Zona Oriente","03",3,78,55,NA,1,3,"Apartamento","calipso",-76.49883,3.42518
"787",583,"Zona Oriente","03",3,100,65,NA,2,3,"Apartamento","calipso",-76.499,3.428
"788",356,"Zona Oriente",NA,3,130,110,NA,2,4,"Casa","calipso",-76.494,3.429
"789",481,"Zona Oriente",NA,3,131,46,NA,1,3,"Casa","calipso",-76.497,3.425
"790",514,"Zona Oriente",NA,3,115,68,NA,1,3,"Casa","calipso",-76.49793,3.42406
"791",552,"Zona Oriente",NA,3,85,62,NA,2,3,"Apartamento","calipso",-76.49875,3.42423
"792",628,"Zona Oriente",NA,3,100,53,NA,1,3,"Casa","calipso",-76.5,3.49
"793",642,"Zona Oriente",NA,3,85,60,NA,2,3,"Apartamento","calipso",-76.5,3.424
"794",3902,"Zona Oriente",NA,3,148,234,NA,3,6,"Casa","calipso",-76.529,3.413
"795",6176,"Zona Sur","06",5,230,122,2,3,3,"Apartamento","cambulos",-76.541,3.421
"796",2800,"Zona Sur","08",4,350,137,2,2,3,"Apartamento","cambulos",-76.522,3.421
"797",5499,"Zona Norte",NA,5,500,200,4,5,7,"Casa","cambulos",-76.537,3.418
"798",6649,"Zona Sur","01",4,362,240,1,2,3,"Casa","camino real",-76.54389,3.40633
"799",6656,"Zona Sur","01",5,395,160,4,3,4,"Casa","camino real",-76.54398,3.40676
"800",6750,"Zona Sur","01",5,330,113,1,2,3,"Casa","camino real",-76.54422,3.40771
"801",6805,"Zona Sur","01",4,360,240,1,2,3,"Casa","camino real",-76.54491,3.40552
"802",6285,"Zona Sur","02",5,350,200,2,4,4,"Casa","camino real",-76.5418,3.40923
"803",6561,"Zona Sur","02",4,240,130,NA,2,2,"Apartamento","camino real",-76.54329,3.40055
"804",6881,"Zona Sur","02",5,400,190,2,4,3,"Casa","camino real",-76.54553,3.40634
"805",6978,"Zona Sur","02",5,420,177,NA,4,3,"Apartamento","camino real",-76.54633,3.4089
"806",8242,"Zona Sur","02",4,490,295,1,5,7,"Casa","camino real",-76.55964,3.41557
"807",4901,"Zona Sur","03",5,275,109,1,3,3,"Casa","camino real",-76.53374,3.43354
"808",5744,"Zona Sur","03",4,299,89,1,3,3,"Casa","camino real",-76.538,3.408
"809",5892,"Zona Sur","03",5,260,130,1,3,3,"Casa","camino real",-76.53914,3.41233
"810",6055,"Zona Sur","03",4,190,64,1,2,3,"Apartamento","Camino Real",-76.54024,3.40839
"811",6076,"Zona Sur","03",5,300,110,1,3,4,"Casa","camino real",-76.5404,3.40833
"812",6085,"Zona Sur","03",4,300,110,1,3,4,"Casa","camino real",-76.54053,3.40835
"813",6188,"Zona Sur","03",5,290,110,1,3,4,"Casa","camino real",-76.54115,3.4076
"814",6218,"Zona Sur","03",4,180,76,1,3,4,"Apartamento","camino real",-76.54145,3.40952
"815",6387,"Zona Sur","03",5,290,110,1,3,4,"Casa","camino real",-76.5422,3.40953
"816",6505,"Zona Sur","03",5,780,430,4,4,6,"Casa","camino real",-76.543,3.409
"817",6714,"Zona Sur","03",5,345,110,2,3,3,"Casa","camino real",-76.54407,3.40804
"818",485,"Zona Sur","04",5,360,110,2,2,3,"Apartamento","camino real",-76.497,3.463
"819",6366,"Zona Sur","04",4,235,126,1,2,3,"Apartamento","camino real",-76.542,3.406
"820",6785,"Zona Sur","04",5,360,110,2,2,3,"Apartamento","camino real",-76.54458,3.40847
"821",6217,"Zona Sur","05",4,295,108,1,3,3,"Apartamento","camino real",-76.54145,3.4119
"822",6441,"Zona Sur","05",4,420,124,1,2,3,"Apartamento","camino real",-76.54282,3.40941
"823",6559,"Zona Sur","05",5,215,110,1,2,3,"Apartamento","camino real",-76.54327,3.40516
"824",3901,"Zona Sur",NA,4,360,240,1,1,3,"Casa","camino real",-76.529,3.413
"825",6154,"Zona Sur",NA,5,300,260,1,3,3,"Casa","camino real",-76.541,3.409
"826",6219,"Zona Sur",NA,5,185,86,1,2,3,"Apartamento","camino real",-76.54147,3.40617
"827",6339,"Zona Sur",NA,5,390,288,2,5,5,"Casa","camino real",-76.542,3.409
"828",6504,"Zona Sur",NA,5,420,187,NA,2,4,"Casa","camino real",-76.543,3.409
"829",6572,"Zona Sur",NA,5,210,110,1,3,4,"Apartamento","camino real",-76.54335,3.4049
"830",6577,"Zona Sur",NA,4,390,200,3,4,4,"Casa","camino real",-76.54343,3.40579
"831",6996,"Zona Sur",NA,3,580,188,2,6,5,"Apartamento","camino real",-76.54662,3.40624
"832",7022,"Zona Sur",NA,3,220,94,1,2,3,"Apartamento","camino real",-76.54686,3.41095
"833",7069,"Zona Sur",NA,4,175,70,1,2,2,"Apartamento","camino real",-76.547,3.407
"834",5882,"Zona Sur",NA,5,335,110,1,3,3,"Apartamento","campestre",-76.539,3.37972
"835",1475,"Zona Sur","01",4,195,80,NA,2,3,"Apartamento","caney",-76.516,3.382
"836",1578,"Zona Sur","01",4,295,50,1,2,2,"Apartamento","caney",-76.5166,3.38269
"837",1721,"Zona Sur","01",4,135,56,1,2,2,"Apartamento","caney",-76.517,3.385
"838",2612,"Zona Sur","01",4,152,55,1,2,2,"Apartamento","caney",-76.521,3.383
"839",3165,"Zona Sur","01",4,220,75,2,2,3,"Apartamento","caney",-76.524,3.386
"840",6945,"Zona Sur","01",4,145,52,NA,2,2,"Apartamento","caney",-76.546,3.381
"841",1875,"Zona Sur","02",6,128,55,NA,2,2,"Apartamento","caney",-76.518,3.385
"842",2168,"Zona Sur","02",4,315,180,2,2,5,"Casa","caney",-76.519,3.388
"843",2169,"Zona Sur","02",4,350,166,1,3,3,"Casa","caney",-76.519,3.385
"844",2203,"Zona Sur","02",4,150,68,1,1,2,"Apartamento","caney",-76.519,3.383
"845",2291,"Zona Sur","02",4,310,134,2,3,3,"Apartamento","caney",-76.51968,3.38273
"846",2368,"Zona Sur","02",4,250,100,1,4,3,"Casa","caney",-76.52,3.386
"847",2562,"Zona Sur","02",4,350,280,1,3,3,"Casa","caney",-76.521,3.381
"848",3400,"Zona Sur","02",4,158,62,NA,2,2,"Apartamento","caney",-76.526,3.384
"849",4647,"Zona Sur","02",5,270,90,1,2,3,"Apartamento","caney",-76.532,3.452
"850",5348,"Zona Sur","02",4,385,142,2,2,3,"Casa","caney",-76.536,3.412
"851",1470,"Zona Sur","03",5,300,105,1,2,3,"Apartamento","caney",-76.516,3.383
"852",1471,"Zona Sur","03",4,170,60,NA,2,3,"Apartamento","caney",-76.516,3.382
"853",1718,"Zona Sur","03",4,160,66,1,2,3,"Apartamento","caney",-76.517,3.38
"854",1857,"Zona Sur","03",4,365,170,1,5,5,"Casa","caney",-76.518,3.383
"855",2164,"Zona Sur","03",4,260,140,NA,3,4,"Casa","caney",-76.519,3.386
"856",2167,"Zona Sur","03",4,315,170,2,4,4,"Casa","caney",-76.519,3.381
"857",2204,"Zona Sur","03",4,160,60,1,2,3,"Apartamento","caney",-76.519,3.378
"858",2561,"Zona Sur","03",4,365,240,1,4,5,"Casa","caney",-76.521,3.385
"859",2764,"Zona Sur","03",4,220,77,1,3,4,"Casa","caney",-76.522,3.38
"860",2931,"Zona Sur","03",4,230,124,1,3,3,"Casa","caney",-76.523,3.377
"861",2932,"Zona Sur","03",4,310,98,1,2,2,"Casa","caney",-76.523,3.379
"862",3167,"Zona Sur","03",5,290,85,1,3,3,"Apartamento","caney",-76.524,3.379
"863",5155,"Zona Sur","03",4,290,133,2,4,4,"Casa","caney",-76.535,3.381
"864",1423,"Zona Sur","04",4,470,320,1,6,4,"Casa","caney",-76.516,3.382
"865",1860,"Zona Sur","04",4,395,275,2,3,5,"Casa","caney",-76.518,3.386
"866",1874,"Zona Sur","04",4,145,63,1,2,2,"Apartamento","caney",-76.518,3.383
"867",2166,"Zona Sur","04",4,395,300,2,4,5,"Casa","caney",-76.519,3.387
"868",2206,"Zona Sur","04",5,330,96,1,3,3,"Apartamento","caney",-76.519,3.431
"869",2369,"Zona Sur","04",4,450,300,1,5,6,"Casa","caney",-76.52,3.382
"870",1876,"Zona Sur","05",4,152,56,1,2,2,"Apartamento","caney",-76.518,3.383
"871",1878,"Zona Sur","05",5,230,85,1,2,3,"Apartamento","caney",-76.518,3.38
"872",1880,"Zona Sur","05",5,295,90,1,2,3,"Apartamento","caney",-76.518,3.383
"873",2207,"Zona Sur","05",4,250,85,1,2,3,"Apartamento","caney",-76.519,3.38
"874",2403,"Zona Sur","05",4,145,59,1,2,3,"Apartamento","caney",-76.52,3.384
"875",3398,"Zona Sur","05",4,135,49,1,2,2,"Apartamento","caney",-76.526,3.434
"876",6946,"Zona Sur","05",4,126,53,1,2,2,"Apartamento","caney",-76.546,3.381
"877",1323,"Zona Sur","06",4,200,78,1,2,3,"Apartamento","caney",-76.515,3.389
"878",2201,"Zona Sur","06",4,310,96,1,3,3,"Apartamento","caney",-76.519,3.387
"879",3168,"Zona Sur","06",5,295,90,1,2,3,"Apartamento","caney",-76.524,3.379
"880",1469,"Zona Sur","07",4,160,60,NA,2,3,"Apartamento","caney",-76.516,3.385
"881",1473,"Zona Sur","07",5,155,59,NA,2,2,"Apartamento","caney",-76.516,3.385
"882",1472,"Zona Sur","08",3,288,85,1,2,4,"Apartamento","caney",-76.516,3.382
"883",1474,"Zona Sur","08",4,148,60,NA,2,2,"Apartamento","caney",-76.516,3.385
"884",1716,"Zona Sur","08",4,163,65,1,2,3,"Apartamento","caney",-76.517,3.387
"885",1719,"Zona Sur","08",4,140,58,NA,2,2,"Apartamento","caney",-76.517,3.384
"886",2799,"Zona Sur","08",4,148,51,NA,2,2,"Apartamento","caney",-76.522,3.384
"887",1232,"Zona Sur",NA,4,290,240,NA,3,5,"Casa","caney",-76.514,3.387
"888",1401,"Zona Sur",NA,4,150,57,NA,2,3,"Apartamento","caney",-76.51593,3.38397
"889",1424,"Zona Sur",NA,4,315,320,2,4,5,"Casa","caney",-76.516,3.38
"890",1425,"Zona Sur",NA,5,395,220,1,0,0,"Casa","caney",-76.516,3.376
"891",1713,"Zona Sur",NA,4,150,65,1,2,3,"Apartamento","caney",-76.517,3.38
"892",1714,"Zona Sur",NA,4,145,60,1,2,2,"Apartamento","caney",-76.517,3.382
"893",1715,"Zona Sur",NA,5,145,58,NA,2,2,"Apartamento","caney",-76.517,3.385
"894",1717,"Zona Sur",NA,4,125,60,1,2,2,"Apartamento","caney",-76.517,3.385
"895",1720,"Zona Sur",NA,4,135,55,NA,2,2,"Apartamento","caney",-76.517,3.385
"896",1856,"Zona Sur",NA,4,395,89,NA,5,8,"Casa","caney",-76.518,3.386
"897",1858,"Zona Sur",NA,5,370,240,1,5,6,"Casa","caney",-76.518,3.381
"898",1859,"Zona Sur",NA,4,380,320,4,4,7,"Casa","caney",-76.518,3.386
"899",1877,"Zona Sur",NA,4,155,54,1,2,2,"Apartamento","caney",-76.518,3.384
"900",1879,"Zona Sur",NA,4,250,80,1,2,3,"Apartamento","caney",-76.518,3.38
"901",1881,"Zona Sur",NA,4,170,58,1,2,2,"Apartamento","caney",-76.518,3.383
"902",2165,"Zona Sur",NA,4,380,240,2,4,4,"Casa","caney",-76.519,3.385
"903",2202,"Zona Sur",NA,4,230,85,1,2,4,"Apartamento","caney",-76.519,3.38
"904",2205,"Zona Sur",NA,4,230,85,1,2,3,"Apartamento","caney",-76.519,3.38
"905",2370,"Zona Sur",NA,4,300,115,1,4,5,"Casa","caney",-76.52,3.386
"906",2684,"Zona Sur",NA,4,236,85,1,2,3,"Apartamento","caney",-76.52149,3.37188
"907",2763,"Zona Sur",NA,4,450,181,1,2,3,"Casa","caney",-76.522,3.384
"908",2975,"Zona Sur",NA,5,270,82,NA,2,3,"Apartamento","caney",-76.523,3.382
"909",2976,"Zona Sur",NA,4,245,82,1,2,3,"Apartamento","caney",-76.523,3.382
"910",2977,"Zona Sur",NA,5,255,90,1,2,3,"Apartamento","caney",-76.523,3.382
"911",3163,"Zona Sur",NA,4,315,95,1,3,3,"Apartamento","caney",-76.524,3.379
"912",3164,"Zona Sur",NA,5,230,83,1,2,3,"Apartamento","caney",-76.524,3.382
"913",3166,"Zona Sur",NA,5,315,89,1,2,3,"Apartamento","caney",-76.524,3.379
"914",3169,"Zona Sur",NA,5,299,95,1,3,3,"Apartamento","caney",-76.524,3.379
"915",3399,"Zona Sur",NA,4,142,51,NA,2,2,"Apartamento","caney",-76.526,3.384
"916",3401,"Zona Sur",NA,4,145,51,NA,2,2,"Apartamento","caney",-76.526,3.384
"917",3558,"Zona Sur",NA,4,145,53,NA,2,2,"Apartamento","caney",-76.527,3.385
"918",4187,"Zona Sur",NA,4,255,86,1,2,3,"Apartamento","caney",-76.53,3.38
"919",4348,"Zona Sur",NA,4,340,190,2,3,3,"Casa","caney",-76.531,3.381
"920",4940,"Zona Sur",NA,4,395,106,NA,4,4,"Casa","caney",-76.534,3.421
"921",5864,"Zona Sur",NA,5,270,160,1,3,3,"Casa","caney",-76.539,3.406
"922",7907,"Zona Sur",NA,4,190,145,1,3,3,"Casa","caney",-76.553,3.398
"923",1476,"Zona Sur","01",4,195,83,NA,2,2,"Apartamento","caney especial",-76.516,3.382
"924",2765,"Zona Sur","01",4,370,225,2,3,4,"Casa","caney especial",-76.522,3.389
"925",2766,"Zona Sur","02",5,290,170,1,3,3,"Casa","caney especial",-76.522,3.389
"926",2563,"Zona Sur","03",4,380,180,2,4,4,"Casa","caney especial",-76.521,3.389
"927",1661,"Zona Sur",NA,5,340,250,1,4,4,"Casa","caney especial",-76.517,3.378
"928",5090,"Zona Sur","01",5,220,85,1,2,2,"Apartamento","capri",-76.53464,3.44987
"929",5617,"Zona Sur","01",5,270,95,1,2,3,"Apartamento","capri",-76.5377,3.39352
"930",6206,"Zona Sur","01",5,310,96,1,2,3,"Apartamento","capri",-76.54134,3.38954
"931",6256,"Zona Sur","01",5,360,163,NA,2,3,"Casa","capri",-76.54166,3.38825
"932",6724,"Zona Sur","01",5,840,315.78,1,4,9,"Casa","capri",-76.54413,3.39111
"933",6756,"Zona Sur","01",5,245,110,1,3,4,"Apartamento","capri",-76.54434,3.38844
"934",5013,"Zona Sur","02",5,250,108,2,2,3,"Apartamento","capri",-76.53455,3.42197
"935",5089,"Zona Sur","02",4,269,104,2,2,4,"Apartamento","capri",-76.53464,3.44987
"936",6030,"Zona Sur","02",5,440,240,2,5,6,"Casa","capri",-76.54006,3.39094
"937",6031,"Zona Sur","02",5,430,240,2,5,6,"Casa","capri",-76.54006,3.39094
"938",6202,"Zona Sur","02",4,430,200,NA,3,3,"Casa","capri",-76.54134,3.38954
"939",6249,"Zona Sur","02",5,550,300,2,4,5,"Casa","capri",-76.5416,3.38848
"940",6365,"Zona Sur","02",4,280,118,2,2,3,"Apartamento","capri",-76.542,3.393
"941",6476,"Zona Sur","02",5,400,250,3,4,5,"Casa","capri",-76.54296,3.39267
"942",6623,"Zona Sur","02",5,560,375,2,5,5,"Casa","capri",-76.54381,3.38989
"943",75,"Zona Sur","03",5,270,118,2,3,4,"Apartamento","capri",-76.47922,3.43222
"944",5966,"Zona Sur","03",5,245,140,1,3,3,"Casa","capri",-76.53987,3.39052
"945",6088,"Zona Sur","03",5,171,72.85,1,2,4,"Apartamento","capri",-76.54058,3.39219
"946",6617,"Zona Sur","03",5,270,108,1,3,4,"Apartamento","capri",-76.54372,3.38816
"947",6626,"Zona Sur","03",5,210,84,1,2,3,"Apartamento","capri",-76.54381,3.38989
"948",6706,"Zona Sur","03",5,255,108,2,3,3,"Apartamento","capri",-76.544,3.392
"949",6106,"Zona Sur","04",4,220,90,1,2,3,"Apartamento","capri",-76.54076,3.39262
"950",6203,"Zona Sur","04",5,195,84,1,2,3,"Apartamento","capri",-76.54134,3.38954
"951",6204,"Zona Sur","04",5,195,84,NA,2,3,"Apartamento","capri",-76.54134,3.38954
"952",6290,"Zona Sur","04",5,180,84,1,2,4,"Apartamento","capri",-76.54187,3.39225
"953",6554,"Zona Sur","04",5,180,100,1,3,3,"Apartamento","capri",-76.54321,3.38885
"954",6625,"Zona Sur","04",5,195,89,1,2,2,"Apartamento","capri",-76.54381,3.39279
"955",6627,"Zona Sur","04",5,225,108,2,3,4,"Apartamento","capri",-76.54381,3.38821
"956",6676,"Zona Sur","04",5,600,520,4,6,7,"Casa","capri",-76.544,3.389
"957",6705,"Zona Sur","04",5,185,121,1,2,3,"Apartamento","capri",-76.544,3.392
"958",6745,"Zona Sur","04",4,165,80,1,3,3,"Apartamento","capri",-76.54417,3.39106
"959",6784,"Zona Sur","04",5,230,108,2,3,4,"Apartamento","capri",-76.54458,3.39001
"960",3978,"Zona Sur","05",5,320,96,NA,3,3,"Apartamento","capri",-76.529,3.413
"961",4071,"Zona Sur","05",4,220,95,1,3,4,"Apartamento","capri",-76.52959,3.39289
