"","id","zona","piso","estrato","preciom","areaconst","parqueaderos","banios","habitaciones","tipo","barrio","longitud","latitud"
"1",1147,"Zona Oriente",NA,3,250,70,1,3,6,"Casa","20 de julio",-76.51168,3.43382
"2",1169,"Zona Oriente",NA,3,320,120,1,2,3,"Casa","20 de julio",-76.51237,3.43369
"3",1350,"Zona Oriente",NA,3,350,220,2,2,4,"Casa","20 de julio",-76.51537,3.43566
"4",5992,"Zona Sur","02",4,400,280,3,5,3,"Casa","3 de julio",-76.54,3.435
"5",1212,"Zona Norte","01",5,260,90,1,2,3,"Apartamento","acopi",-76.5135,3.45891
"6",1724,"Zona Norte","01",5,240,87,1,3,3,"Apartamento","acopi",-76.517,3.36971
"7",2326,"Zona Norte","01",4,220,52,2,2,3,"Apartamento","acopi",-76.51974,3.42627
"8",4386,"Zona Norte","01",5,310,137,2,3,4,"Apartamento","acopi",-76.53105,3.38296
"9",1209,"Zona Norte","02",5,320,150,2,4,6,"Casa","acopi",-76.51341,3.47968
"10",1592,"Zona Norte","02",5,780,380,2,3,3,"Casa","acopi",-76.51674,3.48721
"11",4057,"Zona Norte","02",6,750,445,NA,7,6,"Casa","acopi",-76.5295,3.38527
"12",4460,"Zona Norte","02",4,625,355,3,5,5,"Casa","acopi",-76.53179,3.4059
"13",6081,"Zona Norte","02",5,750,237,2,6,6,"Casa","acopi",-76.54044,3.36862
"14",7497,"Zona Norte","02",6,520,98,2,2,2,"Apartamento","acopi",-76.54999,3.43505
"15",7824,"Zona Norte","02",4,600,160,1,4,5,"Casa","acopi",-76.5521,3.42125
"16",7987,"Zona Norte","02",5,420,200,4,4,5,"Casa","acopi",-76.55363,3.4005
"17",3495,"Zona Norte","03",5,490,118,2,4,4,"Casa","acopi",-76.5268,3.37823
"18",5424,"Zona Norte","03",4,320,108,2,3,3,"Apartamento","acopi",-76.53638,3.4077
"19",6271,"Zona Norte","03",5,385,103,2,2,3,"Apartamento","acopi",-76.54173,3.424
"20",6857,"Zona Norte","03",3,100,49,NA,1,2,"Apartamento","acopi",-76.54531,3.37775
"21",3817,"Zona Norte","04",3,175,80,1,2,3,"Apartamento","acopi",-76.52875,3.42006
"22",509,"Zona Norte","05",6,820,377,1,4,4,"Apartamento","acopi",-76.4978,3.47663
"23",2323,"Zona Norte","05",6,450,103,2,3,4,"Apartamento","acopi",-76.51972,3.44
"24",5098,"Zona Sur","05",4,290,96,1,2,3,"Apartamento","acopi",-76.53464,3.44987
"25",6043,"Zona Norte","05",5,420,124,3,3,3,"Apartamento","acopi",-76.54015,3.4097
"26",6412,"Zona Norte","05",6,620,135,2,3,4,"Apartamento","acopi",-76.54252,3.34299
"27",1770,"Zona Norte","06",5,170,56,1,1,2,"Apartamento","acopi",-76.51735,3.37251
"28",141,"Zona Norte",NA,3,230,160,NA,2,3,"Casa","acopi",-76.48641,3.44956
"29",238,"Zona Norte",NA,5,430,105,NA,3,3,"Apartamento","acopi",-76.49006,3.46819
"30",243,"Zona Norte",NA,3,190,435,NA,0,0,"Casa","acopi",-76.49032,3.43856
"31",504,"Zona Norte",NA,3,180,120,NA,3,3,"Casa","acopi",-76.49768,3.4706
"32",565,"Zona Norte",NA,3,500,210,NA,6,6,"Casa","acopi",-76.49899,3.44843
"33",567,"Zona Norte",NA,3,199,176,NA,1,5,"Apartamento","acopi",-76.49899,3.44843
"34",589,"Zona Norte",NA,5,320,235,NA,4,4,"Apartamento","acopi",-76.49911,3.44901
"35",604,"Zona Norte",NA,5,520,455,NA,5,4,"Casa","acopi",-76.49966,3.46284
"36",816,"Zona Norte",NA,5,345,85,NA,2,2,"Apartamento","acopi",-76.50324,3.48174
"37",827,"Zona Norte",NA,3,130,61,NA,1,3,"Apartamento","acopi",-76.50356,3.44845
"38",838,"Zona Norte",NA,5,185,74,NA,2,2,"Apartamento","acopi",-76.5039,3.46171
"39",965,"Zona Norte",NA,3,98,72,NA,1,2,"Apartamento","acopi",-76.50679,3.46582
"40",966,"Zona Norte",NA,3,130,96,NA,2,3,"Apartamento","acopi",-76.50679,3.46582
"41",967,"Zona Norte",NA,3,92,60,NA,1,1,"Apartamento","acopi",-76.50679,3.46582
"42",968,"Zona Norte",NA,3,98,68,NA,1,2,"Apartamento","acopi",-76.50679,3.46582
"43",1003,"Zona Norte",NA,3,380,300,NA,5,8,"Casa","acopi",-76.50743,3.46566
"44",1182,"Zona Norte",NA,4,220,82,NA,2,3,"Apartamento","acopi",-76.51289,3.4599
"45",1204,"Zona Norte",NA,3,120,60,NA,2,3,"Apartamento","acopi",-76.51319,3.42135
"46",1276,"Zona Norte",NA,4,305,117,NA,3,4,"Casa","acopi",-76.51466,3.38679
"47",1353,"Zona Norte",NA,4,220,75,NA,2,3,"Apartamento","acopi",-76.51539,3.36866
"48",1391,"Zona Norte",NA,4,162,60,NA,2,3,"Apartamento","acopi",-76.51585,3.38407
"49",1489,"Zona Norte",NA,5,225,65,NA,2,3,"Apartamento","acopi",-76.51608,3.3693
"50",1490,"Zona Norte",NA,5,250,75,NA,2,3,"Apartamento","acopi",-76.51608,3.3693
"51",1492,"Zona Norte",NA,5,325,107,NA,2,3,"Apartamento","acopi",-76.51608,3.37058
"52",1611,"Zona Norte",NA,4,225,84,NA,2,3,"Apartamento","acopi",-76.51687,3.37385
"53",1612,"Zona Norte",NA,4,370,117,NA,4,4,"Apartamento","acopi",-76.51687,3.45319
"54",1667,"Zona Norte",NA,4,350,118,NA,3,3,"Casa","acopi",-76.517,3.36971
"55",1722,"Zona Norte",NA,5,315,90,NA,3,3,"Apartamento","acopi",-76.517,3.36971
"56",1723,"Zona Norte",NA,4,155,60,NA,2,2,"Apartamento","acopi",-76.517,3.36971
"57",1744,"Zona Norte",NA,4,240,75,NA,2,3,"Apartamento","acopi",-76.51714,3.36999
"58",1838,"Zona Norte",NA,5,150,65,NA,2,3,"Apartamento","acopi",-76.51795,3.3798
"59",1840,"Zona Norte",NA,5,395,165,NA,4,4,"Casa","acopi",-76.51797,3.47651
"60",1899,"Zona Norte",NA,5,380,300,NA,5,6,"Casa","acopi",-76.51811,3.38627
"61",1904,"Zona Norte",NA,4,382,225,NA,5,4,"Casa","acopi",-76.51815,3.3818
"62",1932,"Zona Norte",NA,3,295,162,NA,3,5,"Casa","acopi",-76.51841,3.38764
"63",1968,"Zona Norte",NA,5,189,64,NA,2,3,"Apartamento","acopi",-76.51857,3.37093
"64",2013,"Zona Norte",NA,3,270,330,NA,3,0,"Casa","acopi",-76.51884,3.45032
"65",2014,"Zona Norte",NA,3,270,330,NA,3,0,"Casa","acopi",-76.51884,3.45032
"66",2017,"Zona Norte",NA,4,260,76,NA,2,3,"Apartamento","acopi",-76.51884,3.36903
"67",2026,"Zona Norte",NA,4,130,55,NA,2,2,"Apartamento","acopi",-76.51888,3.36792
"68",2027,"Zona Norte",NA,5,240,93,NA,3,3,"Apartamento","acopi",-76.51888,3.37093
"69",2247,"Zona Norte",NA,5,400,112,NA,3,3,"Apartamento","acopi",-76.51934,3.49207
"70",2289,"Zona Norte",NA,4,149,62,NA,2,2,"Apartamento","acopi",-76.51967,3.47068
"71",2347,"Zona Norte",NA,4,147,60,NA,2,3,"Apartamento","acopi",-76.51985,3.46887
"72",2357,"Zona Norte",NA,5,275,90,NA,2,3,"Apartamento","acopi",-76.51997,3.36957
"73",2416,"Zona Norte",NA,4,390,300,NA,5,5,"Casa","acopi",-76.52013,3.38609
"74",2425,"Zona Norte",NA,4,320,115,NA,3,3,"Casa","acopi",-76.52022,3.37387
"75",2535,"Zona Norte",NA,5,385,124,NA,3,3,"Apartamento","acopi",-76.5209,3.49055
"76",2635,"Zona Norte",NA,5,420,105,NA,3,3,"Apartamento","acopi",-76.52115,3.48967
"77",2644,"Zona Norte",NA,5,350,84,NA,2,3,"Apartamento","acopi",-76.52119,3.49008
"78",2685,"Zona Norte",NA,6,450,121,NA,3,3,"Apartamento","acopi",-76.5215,3.48559
"79",2689,"Zona Norte",NA,5,330,85,NA,2,3,"Apartamento","acopi",-76.52156,3.49076
"80",2690,"Zona Norte",NA,5,280,76,NA,2,2,"Apartamento","acopi",-76.52156,3.49076
"81",2728,"Zona Norte",NA,4,157,60,NA,2,3,"Apartamento","acopi",-76.52187,3.37079
"82",2730,"Zona Norte",NA,5,460,319,NA,5,4,"Casa","acopi",-76.5219,3.47317
"83",2741,"Zona Norte",NA,4,485,320,NA,4,0,"Casa","acopi",-76.52199,3.39466
"84",2811,"Zona Norte",NA,5,310,90,NA,3,3,"Apartamento","acopi",-76.52207,3.37093
"85",2855,"Zona Norte",NA,4,170,63,NA,2,2,"Apartamento","acopi",-76.52236,3.47905
"86",2875,"Zona Norte",NA,5,390,357,NA,3,6,"Casa","acopi",-76.52255,3.48133
"87",2908,"Zona Norte",NA,5,780,380,NA,3,3,"Casa","acopi",-76.52293,3.48427
"88",3082,"Zona Norte",NA,4,220,74,NA,2,3,"Apartamento","acopi",-76.52353,3.37062
"89",3109,"Zona Norte",NA,5,265,94,NA,2,3,"Apartamento","acopi",-76.52386,3.36403
"90",3182,"Zona Norte",NA,4,420,265,NA,6,7,"Casa","acopi",-76.52419,3.48054
"91",3185,"Zona Norte",NA,4,185,58,NA,2,3,"Apartamento","acopi",-76.52425,3.37817
"92",3273,"Zona Norte",NA,3,400,324,NA,0,0,"Casa","acopi",-76.52545,3.44268
"93",3297,"Zona Norte",NA,5,300,110,NA,3,3,"Casa","acopi",-76.52574,3.37124
"94",3299,"Zona Norte",NA,4,175,65,NA,2,2,"Apartamento","acopi",-76.52574,3.37124
"95",3300,"Zona Norte",NA,4,175,65,NA,2,3,"Apartamento","acopi",-76.52574,3.37124
"96",3418,"Zona Norte",NA,5,450,210,NA,4,4,"Casa","acopi",-76.52607,3.37606
"97",3446,"Zona Norte",NA,4,150,63,NA,2,2,"Apartamento","acopi",-76.52634,3.37111
"98",3447,"Zona Norte",NA,4,150,59,NA,2,3,"Apartamento","acopi",-76.52634,3.37111
"99",3479,"Zona Norte",NA,6,620,480,NA,5,5,"Apartamento","acopi",-76.52662,3.36322
"100",3559,"Zona Norte",NA,6,310,93,NA,3,3,"Apartamento","acopi",-76.52701,3.36394
"101",3602,"Zona Norte",NA,5,1400,480,NA,6,5,"Casa","acopi",-76.52726,3.36365
"102",3619,"Zona Norte",NA,5,580,380,NA,5,5,"Casa","acopi",-76.52741,3.38498
"103",3783,"Zona Norte",NA,6,400,110,NA,3,3,"Apartamento","acopi",-76.52843,3.35073
"104",3793,"Zona Norte",NA,6,680,146,NA,5,5,"Casa","acopi",-76.52853,3.44222
"105",3805,"Zona Norte",NA,6,520,140,NA,3,3,"Apartamento","acopi",-76.52867,3.3433
"106",4003,"Zona Norte",NA,6,750,445,NA,6,7,"Casa","acopi",-76.52905,3.38572
"107",4010,"Zona Norte",NA,6,450,118,NA,3,3,"Apartamento","acopi",-76.5291,3.34525
"108",4055,"Zona Norte",NA,6,800,306,NA,3,3,"Casa","acopi",-76.52947,3.43372
"109",4095,"Zona Norte",NA,4,700,550,NA,6,0,"Casa","acopi",-76.52975,3.38887
"110",4118,"Zona Norte",NA,5,620,450,NA,3,0,"Casa","acopi",-76.52991,3.38927
"111",4230,"Zona Norte",NA,5,550,334,NA,4,5,"Casa","acopi",-76.5302,3.36635
"112",4231,"Zona Norte",NA,4,143,58,NA,1,3,"Apartamento","acopi",-76.53021,3.42642
"113",4329,"Zona Norte",NA,4,790,540,NA,6,0,"Casa","acopi",-76.53098,3.38991
"114",4412,"Zona Norte",NA,3,580,460,NA,3,5,"Casa","acopi",-76.53128,3.43654
"115",4415,"Zona Norte",NA,5,650,130,NA,5,3,"Apartamento","acopi",-76.53133,3.36278
"116",4468,"Zona Norte",NA,6,690,180,NA,3,3,"Apartamento","acopi",-76.53184,3.35336
"117",4476,"Zona Norte",NA,5,750,235,NA,5,4,"Casa","acopi",-76.5319,3.36751
"118",4509,"Zona Norte",NA,5,800,595,NA,2,3,"Casa","acopi",-76.53198,3.45165
"119",4510,"Zona Norte",NA,6,600,197,NA,5,3,"Casa","acopi",-76.53198,3.45165
"120",4511,"Zona Norte",NA,4,275,190,NA,2,3,"Casa","acopi",-76.53198,3.45165
"121",4512,"Zona Norte",NA,4,620,300,NA,8,0,"Casa","acopi",-76.53198,3.45165
"122",4513,"Zona Norte",NA,5,650,290,NA,3,4,"Casa","acopi",-76.53198,3.45165
"123",4539,"Zona Norte",NA,6,850,237,NA,4,3,"Apartamento","acopi",-76.53198,3.45165
"124",4688,"Zona Norte",NA,4,435,250,NA,4,3,"Casa","acopi",-76.5323,3.39557
"125",4718,"Zona Norte",NA,6,585,154,NA,3,3,"Casa","acopi",-76.53252,3.36544
"126",4845,"Zona Norte",NA,5,570,250,NA,3,5,"Casa","acopi",-76.53335,3.38161
"127",5319,"Zona Norte",NA,4,420,198,NA,4,4,"Apartamento","acopi",-76.53581,3.38301
"128",5412,"Zona Norte",NA,4,280,180,NA,3,3,"Casa","acopi",-76.53635,3.38595
"129",5418,"Zona Norte",NA,5,285,95,NA,2,3,"Apartamento","acopi",-76.53637,3.40865
"130",5599,"Zona Norte",NA,5,690,480,NA,7,5,"Casa","acopi",-76.53748,3.39593
"131",5605,"Zona Norte",NA,4,650,320,NA,5,7,"Casa","acopi",-76.53756,3.40072
"132",5616,"Zona Norte",NA,5,900,223,NA,7,5,"Casa","acopi",-76.53766,3.36366
"133",5632,"Zona Norte",NA,6,250,104,NA,3,2,"Apartamento","acopi",-76.53782,3.38
"134",5780,"Zona Norte",NA,5,580,260,NA,5,6,"Casa","acopi",-76.53819,3.39588
"135",5834,"Zona Norte",NA,4,340,127,NA,2,3,"Apartamento","acopi",-76.53879,3.43438
"136",5884,"Zona Norte",NA,6,440,150,NA,5,4,"Casa","acopi",-76.53902,3.36552
"137",5944,"Zona Norte",NA,6,460,350,NA,5,6,"Casa","acopi",-76.53969,3.45407
"138",5965,"Zona Norte",NA,5,600,360,NA,3,4,"Casa","acopi",-76.53986,3.37237
"139",5970,"Zona Norte",NA,4,440,230,NA,3,3,"Casa","acopi",-76.53992,3.39823
"140",5976,"Zona Norte",NA,4,270,137,NA,4,3,"Apartamento","acopi",-76.53998,3.44899
"141",6028,"Zona Norte",NA,4,337,80,NA,4,3,"Casa","acopi",-76.54001,3.37234
"142",6033,"Zona Norte",NA,6,850,390,NA,6,4,"Casa","acopi",-76.54007,3.34994
"143",6155,"Zona Norte",NA,6,550,395,NA,8,6,"Casa","acopi",-76.541,3.38022
"144",6385,"Zona Norte",NA,5,490,118,NA,4,4,"Casa","acopi",-76.54219,3.37858
"145",6388,"Zona Norte",NA,5,450,225,NA,3,3,"Apartamento","acopi",-76.5422,3.41129
"146",6471,"Zona Norte",NA,4,450,300,NA,5,8,"Casa","acopi",-76.54294,3.44797
"147",6798,"Zona Norte",NA,4,240,78,NA,2,3,"Apartamento","acopi",-76.54476,3.42256
"148",6806,"Zona Norte",NA,6,1400,960,NA,4,3,"Casa","acopi",-76.54491,3.35463
"149",6807,"Zona Norte",NA,4,360,240,NA,2,3,"Casa","acopi",-76.54494,3.40656
"150",6872,"Zona Norte",NA,6,1150,500,NA,6,5,"Casa","acopi",-76.54541,3.35491
"151",7012,"Zona Norte",NA,6,850,310,NA,4,5,"Apartamento","acopi",-76.5468,3.45294
"152",7026,"Zona Norte",NA,5,310,90,NA,3,4,"Apartamento","acopi",-76.54696,3.37216
"153",7245,"Zona Norte",NA,4,1200,752,NA,0,0,"Casa","acopi",-76.54835,3.42826
"154",7320,"Zona Norte",NA,5,585,143,NA,5,3,"Apartamento","acopi",-76.54882,3.44208
"155",7471,"Zona Norte",NA,4,330,240,NA,4,4,"Casa","acopi",-76.5498,3.39758
"156",7719,"Zona Norte",NA,4,210,83,NA,3,4,"Apartamento","acopi",-76.55153,3.41902
"157",7815,"Zona Norte",NA,6,490,227,NA,3,4,"Apartamento","acopi",-76.552,3.45147
"158",7877,"Zona Norte",NA,3,152,62,NA,2,4,"Apartamento","acopi",-76.55274,3.42031
"159",8068,"Zona Norte",NA,3,135,60,NA,2,2,"Apartamento","acopi",-76.55463,3.3752
"160",8117,"Zona Norte",NA,5,650,153,NA,5,4,"Apartamento","acopi",-76.55537,3.4474
"161",8123,"Zona Norte",NA,5,280,145,NA,3,4,"Apartamento","acopi",-76.55559,3.40764
"162",8278,"Zona Norte",NA,4,390,240,NA,3,4,"Apartamento","acopi",-76.56213,3.40996
"163",1894,"Zona Oriente","02",3,235,250,NA,3,7,"Casa","agua blanca",-76.51806,3.42963
"164",698,"Zona Sur","02",3,78,40,1,1,2,"Apartamento","aguablanca",-76.501,3.4
"165",2768,"Zona Oriente",NA,3,260,250,NA,2,6,"Casa","aguablanca",-76.522,3.43
"166",6999,"Zona Oeste","01",6,870,200,2,5,3,"Apartamento","aguacatal",-76.54666,3.44624
"167",8037,"Zona Oeste","01",4,130,50,NA,1,3,"Apartamento","aguacatal",-76.55409,3.44338
"168",8055,"Zona Oeste","01",4,165,61,1,2,3,"Apartamento","aguacatal",-76.55447,3.45783
"169",8058,"Zona Oeste","01",4,165,61,1,2,2,"Apartamento","aguacatal",-76.55447,3.45783
"170",8079,"Zona Oeste","01",6,410,120,2,3,3,"Apartamento","aguacatal",-76.55492,3.45645
"171",8109,"Zona Oeste","01",4,150,55,NA,1,2,"Apartamento","aguacatal",-76.5552,3.4597
"172",8179,"Zona Oeste","01",3,140,60,1,2,2,"Apartamento","aguacatal",-76.55668,3.45832
"173",8197,"Zona Oeste","01",6,1100,216,3,3,3,"Apartamento","aguacatal",-76.557,3.459
"174",8223,"Zona Oeste","01",3,140,69,NA,1,2,"Apartamento","aguacatal",-76.55894,3.45758
"175",8239,"Zona Oeste","01",4,135,64,NA,2,3,"Apartamento","aguacatal",-76.55943,3.45782
"176",8240,"Zona Oeste","01",4,140,51,NA,1,2,"Apartamento","aguacatal",-76.55952,3.45705
"177",8105,"Zona Oeste","02",4,120,60,NA,1,3,"Apartamento","aguacatal",-76.55502,3.45972
"178",8225,"Zona Oeste","02",3,119,60,NA,1,3,"Apartamento","aguacatal",-76.55894,3.45758
"179",8255,"Zona Oeste","02",6,1130,237,3,4,3,"Apartamento","aguacatal",-76.56001,3.4577
"180",8258,"Zona Oeste","02",3,120,60,1,1,3,"Apartamento","aguacatal",-76.56001,3.4577
"181",6928,"Zona Oeste","03",6,1850,302,4,4,3,"Casa","aguacatal",-76.546,3.444
"182",7369,"Zona Oeste","03",6,750,179,2,4,3,"Apartamento","aguacatal",-76.549,3.455
"183",7510,"Zona Oeste","03",6,1950,400,4,5,3,"Casa","aguacatal",-76.55,3.456
"184",7586,"Zona Oeste","03",6,870,275,3,5,4,"Casa","aguacatal",-76.55074,3.45649
"185",8224,"Zona Oeste","03",4,188,69,1,2,2,"Apartamento","aguacatal",-76.55894,3.45758
"186",8253,"Zona Oeste","03",3,165,61,NA,2,3,"Apartamento","aguacatal",-76.56001,3.4577
"187",8254,"Zona Oeste","03",3,155,61,1,2,2,"Apartamento","aguacatal",-76.56001,3.4577
"188",8264,"Zona Oeste","03",6,1000,250,2,5,4,"Casa","aguacatal",-76.56043,3.45643
"189",8284,"Zona Oeste","03",3,100,60,NA,2,3,"Apartamento","aguacatal",-76.56314,3.45709
"190",5097,"Zona Oeste","04",3,165,61,1,2,2,"Apartamento","aguacatal",-76.53464,3.44987
"191",7511,"Zona Oeste","04",6,990,307,4,4,3,"Casa","aguacatal",-76.55,3.453
"192",7847,"Zona Oeste","04",6,1050,240,3,5,4,"Apartamento","aguacatal",-76.55241,3.45889
"193",7862,"Zona Oeste","04",6,1200,230,3,5,4,"Apartamento","aguacatal",-76.55254,3.45693
"194",8053,"Zona Oeste","04",4,148,61,2,2,2,"Apartamento","aguacatal",-76.55447,3.45783
"195",8054,"Zona Oeste","04",4,165,61,1,2,2,"Apartamento","aguacatal",-76.55447,3.45783
"196",8142,"Zona Oeste","04",3,128,60,NA,2,3,"Apartamento","aguacatal",-76.55589,3.45873
"197",8200,"Zona Oeste","04",3,98,62,NA,2,3,"Apartamento","aguacatal",-76.55703,3.45808
"198",8235,"Zona Oeste","04",3,98,62,1,2,3,"Apartamento","aguacatal",-76.55915,3.46129
"199",6961,"Zona Oeste","05",6,690,186,2,4,4,"Apartamento","aguacatal",-76.54614,3.43978
"200",7617,"Zona Oeste","05",6,950,217,3,5,4,"Apartamento","aguacatal",-76.55081,3.45659
"201",8128,"Zona Oeste","05",3,118,60,NA,1,2,"Apartamento","aguacatal",-76.55563,3.45945
"202",8140,"Zona Oeste","05",3,137,56,NA,2,2,"Apartamento","aguacatal",-76.55589,3.45873
"203",8198,"Zona Oeste","05",6,950,217,3,4,3,"Apartamento","aguacatal",-76.557,3.459
"204",8206,"Zona Oeste","05",4,170,62,1,2,2,"Apartamento","aguacatal",-76.5576,3.45836
"205",8218,"Zona Oeste","05",6,850,186,2,4,4,"Apartamento","aguacatal",-76.55831,3.45962
"206",8222,"Zona Oeste","05",3,111,60,1,2,3,"Apartamento","aguacatal",-76.55888,3.45638
"207",8309,"Zona Oeste","05",4,150,56,NA,1,2,"Apartamento","aguacatal",-76.57049,3.45445
"208",5096,"Zona Oeste","06",4,145,50,NA,1,2,"Apartamento","aguacatal",-76.53464,3.44987
"209",7000,"Zona Oeste","06",6,690,189,2,5,4,"Apartamento","aguacatal",-76.54666,3.44624
"210",7329,"Zona Oeste","06",6,670,172,2,5,3,"Apartamento","aguacatal",-76.54896,3.45508
"211",7468,"Zona Oeste","06",5,680,180,2,4,3,"Apartamento","aguacatal",-76.54975,3.45422
"212",8057,"Zona Oeste","06",4,165,61,1,2,2,"Apartamento","aguacatal",-76.55447,3.45783
"213",8060,"Zona Oeste","06",6,850,194,2,5,3,"Apartamento","aguacatal",-76.5545,3.45077
"214",8216,"Zona Oeste","06",3,127,53,NA,1,2,"Apartamento","aguacatal",-76.55804,3.45619
"215",8262,"Zona Oeste","06",6,680,160,2,5,3,"Apartamento","aguacatal",-76.56001,3.4577
"216",7001,"Zona Oeste","07",6,795,222,2,5,4,"Apartamento","aguacatal",-76.54666,3.44624
"217",7197,"Zona Oeste","07",6,1400,276,2,4,3,"Apartamento","aguacatal",-76.548,3.456
"218",8246,"Zona Oeste","07",4,130,50.95,1,1,2,"Apartamento","aguacatal",-76.55993,3.45769
"219",8213,"Zona Oeste","08",4,125,53,NA,1,2,"Apartamento","aguacatal",-76.55791,3.45777
"220",4433,"Zona Oeste","09",6,1100,230,3,4,3,"Apartamento","aguacatal",-76.53156,3.44972
"221",7743,"Zona Oeste","09",6,1190,230,3,5,3,"Apartamento","aguacatal",-76.55177,3.45825
"222",8205,"Zona Oeste","09",6,800,172,2,6,5,"Apartamento","aguacatal",-76.55756,3.46127
"223",8244,"Zona Oeste","09",6,730,190,2,5,4,"Apartamento","aguacatal",-76.55968,3.45761
"224",7368,"Zona Oeste","10",6,680,164,2,4,3,"Apartamento","aguacatal",-76.549,3.455
"225",8236,"Zona Oeste","10",4,135,50,1,2,2,"Apartamento","aguacatal",-76.55917,3.45739
"226",8257,"Zona Oeste","10",6,1106,211,2,4,3,"Apartamento","aguacatal",-76.56001,3.4577
"227",1158,"Zona Oeste","11",6,1300,230,3,4,3,"Apartamento","aguacatal",-76.512,3.402
"228",7393,"Zona Oeste","11",4,1350,226,3,5,4,"Apartamento","aguacatal",-76.54916,3.45765
"229",7551,"Zona Oeste","11",6,900,184,2,4,3,"Apartamento","aguacatal",-76.55025,3.45589
"230",7813,"Zona Oeste","11",6,980,195,2,4,5,"Apartamento","aguacatal",-76.552,3.457
"231",8001,"Zona Oeste","11",6,1350,230,3,5,4,"Apartamento","aguacatal",-76.55396,3.45092
"232",8166,"Zona Oeste","11",6,1050,216,3,5,3,"Apartamento","aguacatal",-76.556,3.458
"233",8261,"Zona Oeste","11",6,420,106,2,2,3,"Apartamento","aguacatal",-76.56001,3.4577
"234",7198,"Zona Oeste","12",6,1250,463,4,6,4,"Apartamento","aguacatal",-76.548,3.454
"235",3410,"Zona Oeste",NA,6,870,295,2,3,3,"Apartamento","aguacatal",-76.526,3.453
"236",4655,"Zona Oeste",NA,4,135,50,1,2,2,"Apartamento","aguacatal",-76.532,3.452
"237",4656,"Zona Oeste",NA,6,980,198,3,4,2,"Apartamento","aguacatal",-76.532,3.452
"238",5095,"Zona Oeste",NA,4,138,56,NA,2,2,"Apartamento","aguacatal",-76.53464,3.44987
"239",6927,"Zona Oeste",NA,6,880,282,4,5,3,"Casa","aguacatal",-76.546,3.444
"240",6960,"Zona Oeste",NA,6,1000,237,7,3,3,"Casa","aguacatal",-76.54614,3.43978
"241",7075,"Zona Oeste",NA,6,740,183,2,4,4,"Apartamento","aguacatal",-76.547,3.451
"242",7097,"Zona Oeste",NA,6,730,193,2,4,3,"Apartamento","aguacatal",-76.54742,3.44673
"243",7370,"Zona Oeste",NA,6,685,186,2,5,3,"Apartamento","aguacatal",-76.549,3.447
"244",7386,"Zona Oeste",NA,6,1150,240,4,5,3,"Apartamento","aguacatal",-76.54909,3.4445
"245",7536,"Zona Oeste",NA,6,690,186,2,5,3,"Apartamento","aguacatal",-76.55,3.454
"246",7580,"Zona Oeste",NA,6,1050,320,3,6,4,"Casa","aguacatal",-76.55067,3.45678
"247",7585,"Zona Oeste",NA,5,790,198,2,3,4,"Apartamento","aguacatal",-76.55072,3.45589
"248",7663,"Zona Oeste",NA,6,1000,236,3,4,3,"Apartamento","aguacatal",-76.551,3.457
"249",7782,"Zona Oeste",NA,6,920,284,4,4,3,"Casa","aguacatal",-76.552,3.457
"250",7814,"Zona Oeste",NA,6,1050,240,3,4,3,"Apartamento","aguacatal",-76.552,3.457
"251",7850,"Zona Oeste",NA,6,980,230,2,6,4,"Casa","aguacatal",-76.55244,3.45539
"252",7947,"Zona Oeste",NA,3,135,60,1,2,3,"Apartamento","aguacatal",-76.553,3.45
"253",7948,"Zona Oeste",NA,6,610,148,2,3,3,"Apartamento","aguacatal",-76.553,3.431
"254",7949,"Zona Oeste",NA,6,850,196,2,4,3,"Apartamento","aguacatal",-76.553,3.459
"255",8002,"Zona Oeste",NA,6,950,195.25,2,4,3,"Apartamento","aguacatal",-76.55396,3.45092
"256",8056,"Zona Oeste",NA,4,165,63,1,2,3,"Apartamento","aguacatal",-76.55447,3.45783
"257",8104,"Zona Oeste",NA,5,130,52,1,1,2,"Apartamento","aguacatal",-76.55502,3.45972
"258",8115,"Zona Oeste",NA,4,165,63,1,2,3,"Apartamento","aguacatal",-76.55533,3.4566
"259",8122,"Zona Oeste",NA,6,1300,338,3,6,4,"Apartamento","aguacatal",-76.55544,3.45058
"260",8141,"Zona Oeste",NA,3,129,56,NA,2,2,"Apartamento","aguacatal",-76.55589,3.45872
"261",8167,"Zona Oeste",NA,6,1200,365,3,5,4,"Apartamento","aguacatal",-76.556,3.451
"262",8195,"Zona Oeste",NA,4,117,53,NA,1,2,"Apartamento","aguacatal",-76.557,3.456
"263",8196,"Zona Oeste",NA,6,1220,229,3,3,3,"Apartamento","aguacatal",-76.557,3.459
"264",8199,"Zona Sur",NA,6,875,194,2,5,3,"Apartamento","aguacatal",-76.557,3.459
"265",8234,"Zona Oeste",NA,6,1100,320,3,4,3,"Apartamento","aguacatal",-76.559,3.458
"266",8243,"Zona Oeste",NA,3,135,60,1,2,3,"Apartamento","aguacatal",-76.55964,3.46081
"267",8245,"Zona Oeste",NA,6,1090,387,4,5,4,"Apartamento","aguacatal",-76.55978,3.45705
"268",8252,"Zona Oeste",NA,6,950,300,3,7,5,"Casa","aguacatal",-76.56001,3.4577
"269",8256,"Zona Oeste",NA,5,1126,229,3,4,3,"Apartamento","aguacatal",-76.56001,3.4577
"270",8259,"Zona Oeste",NA,6,890,220,2,4,4,"Apartamento","aguacatal",-76.56001,3.4577
